Company Name,Ticker,Last Close
"Redhill Biopharma","RDHL",".218"
"Reading International","RDI","3.46"
"RDVA","RDVA",".0057"
"Redwire Corporation","RDW","2.56"
"The RealReal","REAL","1.83"
"The Real Brokerage","REAX","1.37"
"Reborn Coffee, Inc.","REBN","1.04"
"REE Automotive","REE",".5"
"Reeds","REED","3.66"
"Rare Element Resources","REEMF",".38"
"Medical Cannabis Payment Solutions","REFG",".0011"
"Chicago Atlantic Real Estate Finance","REFI","15.45"
"Research Frontiers","REFR","2.12"
"Ring Energy","REI","2.36"
"Rekor Systems","REKR","1.695"
"Remitly Global","RELY","12.06"
"Remedent","REMI",".17"
"Remy Cointreau","REMYY","18.825"
"Cartesian Growth Corporation II","RENE","10.35"
"Renren","RENN","1.92"
"Renovare Environmental","RENO",".0011"
"Rent the Runway","RENT","4.29"
"ReoStar Energy","REOS",".033"
"Repsol","REPYY","16.44"
"ATRenew","RERE","2.79"
"RPC","RES","9.92"
"ReTo EcoSolutions","RETO",".4719"
"Reunion Neuroscience Inc.","REUN","1.26"
"Revelation Biosciences","REVB",".3"
"Alpine Acquisition","REVE","10.51"
"REV Group","REVG","12.81"
"Revlon","REVRQ",".74"
"Resideo Technologies","REZI","19.23"
"RF Acquisition Corp.","RFAC","10.17"
"Renfourth Resources","RFHRF",".023"
"","RFI","13.81"
"RF Industries","RFIL","5.32"
"Rafael Holdings","RFL","2.06"
"Real Good Food Company, Inc.","RGF","5.53"
"Regenicin","RGIN",".0022"
"Regulus Therapeutics","RGLS","1.44"
"Resources Connection","RGP","17.27"
"RegeneRx Biopharmaceuticals","RGRX",".1499"
"Regis","RGS","1.64"
"Rigetti Computing","RGTI",".7806"
"Regi U.S.","RGUS",".0101"
"Adcare Health Systems","RHE","2.99"
"RiceBran Technologies","RIBT","1"
"Ricoh Co.","RICOY","7.6861"
"Lordstown Motors","RIDE","1.31"
"Transocean","RIG","6.74"
"Rigel Pharmaceuticals","RIGL","1.64"
"Rightscorp","RIHT",".022"
"CDN CRITCL MNRL","RIINF",".0511"
"Rino International","RINO",".023"
"Riot Platforms, Inc.","RIOT","6.27"
"RITHM CAP CP","RITM","9.41"
"Rivian Automotive","RIVN","19.4"
"Jackson Acquisition","RJAC","10.215"
"Arcadia Biosciences","RKDA",".2597"
"RocketFuel Blockchain","RKFL",".1462"
"Rocket Lab USA","RKLB","4.97"
"Rockley Photonics","RKLYQ",".035"
"Rocket Companies","RKT","9.41"
"Rocket Internet Growth Opportunities","RKTA","10.165"
"Rakuten","RKUNY","5.05"
"Real Brands","RLBD",".0094"
"Reliability","RLBY",".05"
"Radiant Logistics","RLGT","5.61"
"RLJ Lodging Trust","RLJ","12.57"
"Relmada Therapeutics","RLMD","4.06"
"RLX Technology","RLX","2.48"
"Rallybio","RLYB","6.94"
"Richmond Mutual Bancorporation","RMBI","13.02"
"RumbleON","RMBL","8.41"
"Rocky Mountain Chocolate Factory","RMCF","5.3783"
"Ra Medical Systems","RMED","3.11"
"RMG Acquisition III","RMGC","10"
"Rimini Street","RMNI","4.5"
"","RMT","9.47"
"Rockwell Medical","RMTI","1.49"
"TransCode Therapeutics","RNAZ",".7508"
"Mount Rainier Acquisition Corp.","RNER","9.755"
"Ranger Energy Services","RNGR","11.39"
"RENAULT","RNLSY","8.08"
"Renalytix AI","RNLX","2.98"
"ReNeuron Group","RNUGF",".1"
"Rennova Health","RNVA",".0001"
"ReNew Energy Global","RNW","6"
"Renewal Fuels","RNWF",".0007"
"RenovoRx","RNXT","2.63"
"ROC Energy Acquisition Corp.","ROC","10.31"
"Roth CH Acquisition IV","ROCG","10.27"
"Roth CH Acquisition V","ROCL","10.22"
"Retail Opportunity Investments","ROIC","15.83"
"Montes Archimedes Acquisition","ROIV","8.3"
"Rice Acquisition II","RONI","10.21"
"Root","ROOT","5.88"
"Rose Hill Acquisition","ROSE","10.53"
"Ross Acquisition Corp II","ROSS","10.17"
"Rostelecom OJSC","ROSYY","1.01"
"Rover Group","ROVR","4.09"
"Rowe Cos.","ROWC",".0009"
"Royale Energy","ROYL",".0445"
"Royal Mail","ROYMY","5.59"
"Pacific Coast Oil Trust","ROYTL",".49"
"Repay","RPAY","9.74"
"Rainier Pacific Financial Group","RPFG",".0016"
"Reneo Pharmaceuticals","RPHM","2.71"
"Rapid Micro Biosystems","RPID","1.5"
"Virtual Piggy","RPMT","1.64"
"RPT Realty","RPT","10.48"
"Repare Therapeutics","RPTX","12.36"
"Reliq Health Technologies","RQHTF",".42"
"Rigel Resource Acquisition Corp.","RRAC","10.3407"
"Red Robin Gourmet Burgers","RRGB","8.94"
"Roadrunner Transportation Systems","RRTS","1.73"
"RESAAS Services","RSASF",".1566"
"Choose Rain","RSAU",".5494"
"iSonea","RSHUF",".0233"
"Rush Street Interactive","RSI","4.29"
"Riskified","RSKD","6.08"
"RISKGEORGE IN","RSKIA","11"
"EnteroMedics","RSLS","7.24"
"Cortex Pharmaceuticals","RSPI",".0042"
"Research Solutions","RSSS","2.21"
"Restaurant Group","RSTGF",".31"
"Reservoir Media","RSVR","7.04"
"Baijiayun Group Ltd.","RTC","8.91"
"The Necessity Retail REIT","RTL","6.83"
"RTCore","RTME","1.505"
"Premier Alliance Group","RTNB",".26"
"Rubius Therapeutics","RUBY",".2605"
"RUMBLE INC","RUM","10.05"
"Reunion Industries","RUNI",".0002"
"Ruth's Hospitality Group","RUTH","17.31"
"Retail Value","RVIC",".25"
"RVL PHARMA PLC","RVLP","1.3"
"Raven Gold","RVNG",".0004"
"Retractable Technologies","RVP","1.93"
"Reviva Pharmaceuticals","RVPH","4.76"
"Riverview Bancorp","RVSB","7.34"
"Rail Vision","RVSN","1.52"
"","RVT","14.62"
"RYVYL INC","RVYL",".53"
"Runway Growth Finance Corp.","RWAY","12.99"
"ReWalk Robotics","RWLK",".85"
"Redwood Trust","RWT","8.36"
"","RXO","18.32"
"Recursion Pharmaceuticals","RXRX","8.33"
"RxSight","RXST","14"
"Rackspace Technology","RXT","3"
"Rayonier Advanced Materials","RYAM","6.93"
"RollsRoyce","RYCEY","1.295"
"Rezolute","RZLT","2.57"
"SentinelOne","S","15.09"
"Seabridge Gold","SA","13.16"
"South Atlantic Bancshares","SABK","14"
"Sabre","SABR","6.81"
"SAB Biotherapeutics","SABS",".6794"
"Sachem Capital","SACH","3.8"
"Sagaliam Acquisition Corp.","SAGA","10.49"
"SAI.TECH Global","SAI","1.3401"
"Salem Media Group","SALM","1.26"
"Schultze Special Purpose Acquisition Corp. II","SAMA","10.17"
"Silvercrest Asset Management Group","SAMG","18.9"
"Banco Santander","SAN","3.45"
"Sana Biotechnology","SANA","4.56"
"Sandstorm Gold","SAND","5.79"
"Sangoma Technologies Corporation","SANG","4.565"
"S&W Seed","SANW","1.465"
"Saipem","SAPMF","1.5"
"Seven Arts Entertainment","SAPX",".0007"
"Sigma Additive Solutions, Inc.","SASI",".5645"
"SATELLOGIC INC","SATL","3.53"
"EchoStar","SATS","18.71"
"SatixFy Communications Ltd.","SATX","1.72"
"Spirit Airlines","SAVE","19.84"
"Safe Bulkers","SB","3.29"
"SharpLink Gaming","SBET",".54"
"Splash Beverage Group","SBEV","1.15"
"SB Financial Group","SBFG","16.34"
"Sunshine Biopharma, Inc.","SBFM","1.23"
"Sally Beauty","SBH","15.58"
"SpringBig Holdings, Inc.","SBIG",".792"
"Sino Biopharmaceutical","SBMFF",".5592"
"Sabra Healthcare REIT","SBRA","13.5"
"Companhia de saneamento Basico Do Estado De Sao Pa","SBS","11.01"
"Spanish Broadcasting System","SBSAA",".68"
"Sibanye Gold Limited","SBSW","10.76"
"Sterling Bancorp","SBT","6.09"
"Stratim Cloud Acquisition","SCAQ","10.1"
"Standard Chartered","SCBFF","8.725"
"Schaeffler","SCFLF","7.1"
"Societe Generale Group","SCGLY","5.89"
"SCI Engineered Materials","SCIA","3.84"
"Scailex","SCIXF",".46"
"Socket Mobile","SCKT","2.425"
"Canyon Copper","SCLTF",".0339"
"Scilex Holding Company","SCLX","7.89"
"Stellus Capital Investment","SCM","14.26"
"Seaport Calibre Materials Acquisition Corp.","SCMA","10.98"
"Scientific Industries","SCND","5.2"
"Sc Holdings Corp.","SCNG",".0041"
"ScION Tech Growth II","SCOB","10.175"
"comScore","SCOR","1.22"
"scPharmaceuticals","SCPH","6.18"
"SciPlay","SCPL","16.99"
"Scopus BioPharma","SCPS",".13"
"Screaming Eagle Acquisition Corp.","SCRM","10.035"
"Scor","SCRYY","2.47"
"Steelcase","SCS","7.8"
"","SCTC","5"
"Societal CDMO","SCTL","1.3"
"Monitronics International","SCTY",".15"
"OchZiff Capital Management Group","SCU","9.29"
"Sculptor Acquisition I","SCUA","10.36"
"374Water Inc.","SCWO","3.19"
"SecureWorks","SCWX","8.02"
"L.S. Starrett","SCX","8.3301"
"Scryb","SCYRF",".1057"
"SCYNEXIS","SCYX","1.835"
"SandRidge Energy","SD","15.81"
"Sustainable Development Acquisition I","SDAC","10.02"
"SmileDirectClub","SDC",".5701"
"Stronghold Digital Mining","SDIG",".55"
"Sandston","SDON",".13"
"Superior Drilling Products","SDPI","1.08"
"SandRidge Mississippian Trust I","SDTTU",".09"
"Sodexo","SDXAY","19.76"
"SeaChange International","SEAC",".4999"
"Horizon Acquisition","SEAT","8.51"
"Secoo Holding","SECO","1.67"
"SDCL EDGE Acquisition Corporation","SEDA","10.15"
"Origin Agritech Limited","SEED","8.885"
"Seelos Therapeutics","SEEL",".8121"
"Seer","SEER","4.55"
"Sycamore Entertainment Group","SEGI",".0013"
"SEGRO","SEGXF","10.5"
"SEMPERIT AG HLD","SEIGY","5.16"
"Cleantech Solutions International","SEII",".0029"
"Seiko Epson","SEKEY","7.27"
"Selecta Biosciences","SELB","1.77"
"Global Self Storage","SELF","5.11"
"SEMrush","SEMR","9.77"
"Strategic Environmental & Energy Resources","SENR",".072"
"Senseonics","SENS","1.13"
"Stora Enso Oyj","SEOAY","14.25"
"Sernova","SEOVF",".86"
"SEP ACQ CP","SEPA","9.87"
"SuperGroup","SEPGY","1.445"
"Spectris","SEPJY","17.74"
"Sera Prognostics","SERA","1.52"
"SES AI","SES","3.3"
"Sesen Bio","SESN",".6183"
"Sono Group","SEV","1"
"Signature Eyewear","SEYE",".0003"
"Safeguard Scientifics","SFE","3.2"
"Stitch Fix","SFIX","5.21"
"SFL","SFL","10.18"
"Appreciate Holdings, Inc.","SFR","1.71"
"Safestore","SFSHF","11.704"
"Shift Technologies","SFT",".203"
"Sweetgreen","SG","10.37"
"Singapore Telecommunications","SGAPY","19.08"
"SES","SGBAF","7.83"
"SAFE&GREEN HLDG","SGBX","1.6"
"Superior Group of Companies","SGC","11.93"
"SMART Global","SGH","17.19"
"Super Group (SGHC)","SGHC","3.35"
"Shanghai Industrial","SGHIY","12.9"
"Signal Hill Acquisition Corp.","SGHL","10.27"
"Sight Sciences","SGHT","11.51"
"Seaport Global Acquisition II Corp.","SGII","10.27"
"Shionogi & Co.","SGIOY","11.8492"
"Singularity Future Technology","SGLY",".6599"
"SigmaTron International","SGMA","3.76"
"Sugarmade","SGMD",".0002"
"Sangamo Therapeutics","SGMO","3.49"
"SouthGobi Resources","SGQRF",".098"
"SPAR Group","SGRP","1.31"
"Suggestion Box","SGTB",".0054"
"Soligen Technologies","SGTN",".0006"
"Sigilon Therapeutics","SGTX",".7236"
"Star Gas Partners","SGU","11.95"
"Shaftesbury","SHABF","4"
"ShangriLa Asia","SHALY","15.375"
"Spree Acquisition 1","SHAP","10.35"
"Shore Bancshares","SHBI","17.48"
"Sotera Health","SHC","17.24"
"Sharp","SHCAY","2.025"
"Sharecare","SHCR","2.54"
"Shenandoah Telecommunications Co","SHEN","19.55"
"SHF Holdings, Inc.","SHFS","1.02"
"Sun Hung Kai and Co.","SHGKY","2.06"
"Seanergy Maritime Holdings","SHIP",".5817"
"Sears","SHLDQ",".1"
"NaturalShrimp Incorporated","SHMP",".0825"
"Schroders","SHNWF","5.75"
"Sunstone Hotel Investors","SHO","10.99"
"Shuttle Pharmaceuticals Holdings, Inc.","SHPH","1.86"
"Shapeways Holdings","SHPW",".6573"
"SHUAA Partners Acquisition I","SHUA","10.37"
"Showa Denko","SHWDY","17.02"
"Shandong Weigao Medical Polymer Co.","SHWGF","1.67"
"Silvergate Capital","SI","14.24"
"Sino Agro Food","SIAF",".0003"
"SiBone","SIBN","17.03"
"National Steel","SID","3.68"
"Sidus Space","SIDU",".41"
"Siebert Financial","SIEB","1.88"
"Shanghai Electric Group Co.","SIELY","4.8"
"Sientra","SIEN","2.12"
"SIFCO Industries","SIF","3.48"
"Sify Technologies Limited","SIFY","1.72"
"Siga Technologies","SIGA","7.33"
"Sigyn Therapeutics","SIGY",".1525"
"Shenzhen Investment Hldgs Bay Area Dvlpmt Co","SIHBY","2.61"
"Silo Pharma, Inc.","SILO","2.7655"
"SilverCrest Metals","SILV","6.53"
"Simply","SIMPQ",".004"
"Symbid","SINC",".0052"
"Singlepoint","SING",".0631"
"SINTX TECHNOLOGIES","SINT","8.95"
"Solar Integrated Roofing","SIRC",".0348"
"Sirius XM","SIRI","5.79"
"SHINECO","SISI",".99"
"SITE Centers Corp.","SITC","13.65"
"SITO Mobile","SITOQ",".0021"
"Scienjoy","SJ","2.58"
"SJM","SJMHF",".6278"
"San Juan Basin Royalty Trust","SJT","10.18"
"Saker Aviation Services","SKAS","5.5"
"Skeena Resources Limited","SKE","5.94"
"AB SKF","SKFRY","17.6"
"SK Growth Opportunities Corporation","SKGR","10.265"
"Sekisui House","SKHSY","18.7"
"Skillsoft","SKIL","1.92"
"Beauty Health","SKIN","11.4"
"Skillz","SKLZ",".7994"
"Tanger Factory Outlet Centers","SKT","19.11"
"Skinvisible","SKVI",".106"
"Skyward Specialty Insurance Group, Inc.","SKWD","18.51"
"Skydeck Acquisition","SKYA","10.115"
"Skye Bioscience","SKYE",".0335"
"Sky Harbour Group","SKYH","4.83"
"SkyWater Technology","SKYT","10.82"
"SKYX PLATFORMS","SKYX","3.2"
"Social Leverage Acquisition Corp I","SLAC","9.95"
"Slam Corp.","SLAM","10.15"
"U.S. Silica Holdings","SLCA","12.24"
"Solid Biosciences","SLDB","7.58"
"Solid Power","SLDP","3.35"
"Standard Life","SLFPY","10.49"
"SomaLogic, Inc.","SLGC","3.48"
"Super League Gaming","SLGG",".6643"
"Solgold","SLGGF",".1963"
"SolGel Technologies","SLGL","5.12"
"Skylight Health Group","SLHGF",".194"
"Standard Lithium","SLI","4.39"
"SLM","SLM","17.57"
"Silence Therapeutics","SLN","13"
"SELENA HOSP PLC","SLNA","3.74"
"Stabilis Solutions","SLNG","4.585"
"Mechanical Technology","SLNH",".4209"
"Soleno Therapeutics","SLNO","2.91"
"SelectQuote","SLQT",".8622"
"SLR Investment","SLRC","15.51"
"Solera National Bancorp","SLRK","10.75"
"Salarius Pharmaceuticals","SLRX","2.58"
"Galena Biopharma","SLS","3.32"
"Select Sands","SLSDF",".0332"
"Solar Thin Films","SLTZ",".0006"
"SILVERspac Inc.","SLVR","10.1"
"SportsMap Tech Acquisition Corp.","SMAP","10.3"
"SMC Entertainment","SMCE",".0012"
"Simulated Environment Concepts","SMEV",".0083"
"Sumitomo Mitsui Financial Group","SMFG","8.76"
"Smart for Life","SMFL",".1756"
"SEACOR Marine","SMHI","10.24"
"Summit Healthcare Acquisition","SMIH","10.125"
"Schmitt Industries","SMIT",".0382"
"Summit Midstream","SMLP","17.62"
"Summit Therapeutics","SMMT","3.55"
"Shimano","SMNNY","17.7175"
"NuScale Power","SMR","10.66"
"SmartRent, Inc.","SMRT","2.92"
"Samsonite International","SMSEY","14.8425"
"Smith Micro Software","SMSI","3.25"
"Sims Metal Management","SMSMY","10.89"
"Sierra Metals","SMTSF",".35"
"Similarweb","SMWB","6.89"
"Snail, Inc.","SNAL","1.6"
"Snap","SNAP","11.56"
"Stryve Foods","SNAX",".721"
"LifeSci Acquisition II","SNCE",".5399"
"Synchronoss Technologies","SNCR",".783"
"Sun Country Airlines","SNCY","18.67"
"Smart Sand","SND","1.81"
"Sonida Senior Living","SNDA","14.23"
"SNDL INC","SNDL","2.3"
"Senestech","SNES","3.83"
"Security National Financial","SNFCA","7.21"
"Soligenix","SNGX",".4411"
"SENIOR","SNIRF","1.61"
"Sino Land Co.","SNLAY","6.57"
"Evolve Transition Infrastructure LP","SNMP",".211"
"Sonoma Pharmaceuticals","SNOA","1.66"
"Snap One","SNPO","9.59"
"Sunny Optical","SNPTF","13.58"
"Synaptogenix","SNPX","1.08"
"Senior Connect Acquisition I","SNRH","9.95"
"Super Nova Resources","SNRR",".0002"
"Solar Energy Initiatives","SNRY",".0015"
"Sensei Biotherapeutics","SNSE","1.39"
"Sentage","SNTG","2.29"
"Senti Biosciences, Inc.","SNTI","1.8327"
"Sanuwave Health","SNWV",".0438"
"SOBR Safe, Inc.","SOBR","1.8"
"Pharos Energy","SOCLF",".307"
"SoFi Technologies","SOFI","6.93"
"Sonic Foundry","SOFO",".978"
"SofTech","SOFT",".0005"
"Sotherly Hotels","SOHO","2.34"
"Soho China","SOHOF",".1819"
"Sohu.com","SOHU","16.12"
"SUMITOMO HEAVY","SOHVY","5.4747"
"Solaris Oilfield Infrastructure","SOI","10.59"
"Renesola","SOL","5.06"
"ElectraMeccanica Vehicles","SOLO","1.14"
"Secom Co.","SOMLY","14.86"
"SUMITOMO CHEMCL","SOMMY","19.15"
"SONDER HOLDINGS","SOND","1.34"
"Sonim Technologies","SONM",".49"
"Sonnet BioTherapeutics","SONN","1.15"
"Sonos","SONO","18.44"
"Sonendo","SONX","2.62"
"Society Pass Incorporated","SOPA","1.11"
"SOPHiA GENETICS","SOPH","3"
"SOS Limited","SOS","6.85"
"SonoTek","SOTK","5.95"
"South32","SOUHY","16.01"
"SoundHound AI","SOUN","1.99"
"Sovos Brands","SOVO","13.56"
"Sow Good","SOWG","2.5"
"SuperCom","SPCB","2.4"
"Virgin Galactic","SPCE","5.52"
"Sound Point Acquisition I","SPCM","10.43"
"The Stephan Co.","SPCO","1.7"
"Speed Commerce","SPDC",".0001"
"","SPE","11.7"
"Suburban Propane Partners","SPH","15.78"
"Starpharma","SPHRY","4.62"
"SPI Energy Co.","SPI","1.66"
"Spire","SPIR","1.19"
"Silver Spike Acquisition Corp II","SPKB","10.165"
"Spark New Zealand","SPKKY","16.72"
"Spirent Communications","SPMYY","11.28"
"SiriusPoint","SPNT","7.59"
"Spok","SPOK","8.35"
"Spectrum Pharmaceuticals","SPPI",".7"
"Sappi","SPPJY","3"
"Spruce Biosciences","SPRB","2.95"
"SciSparc","SPRC",".9002"
"Spero Therapeutics","SPRO","1.85"
"SURGE COMPONENT","SPRS","3.3"
"Spruce Power Holding Corporation","SPRU","1.49"
"ARS Pharmaceuticals, Inc.","SPRY","6.86"
"Specificity, Inc.","SPTY","1.005"
"Sportsman's Warehouse","SPWH","9.43"
"SunPower","SPWR","17.43"
"Presidio Property Trust","SQFT","1.08"
"SeqLL","SQL",".5268"
"Sequans Communications","SQNS","3.12"
"SQZ Biotechnologies","SQZ",".82"
"Sportradar Group","SRAD","12.55"
"SRAX","SRAX","2.1"
"Searchlight Minerals","SRCH",".0037"
"Sparta Commercial Services","SRCO",".1788"
"Seritage Growth Properties","SRG","12.15"
"Surgalign","SRGA","2.11"
"Scully Royalty","SRL","8.39"
"SADDLE RANCH","SRMX",".0004"
"Sorrento Therapeutics","SRNE",".9585"
"Southern Banc Co.","SRNN","12.1"
"Scholar Rock","SRRK","12.1"
"StarTek","SRT","4.18"
"Sensus Healthcare","SRTS","9.14"
"Surrozen","SRZN",".7068"
"SSAB","SSAAY","3.485"
"Summit State Bank","SSBI","15.89"
"Spirits Capital Corporation","SSCC","2"
"Silver Spike Investment","SSIC","9.9799"
"Strata Skin Sciences","SSKN",".92"
"Sasol","SSL","18.32"
"SILVERSUN TECH","SSNT","3.34"
"The E.W. Scripps Company","SSP","14.95"
"SSP Group","SSPPF","3.35"
"Silver Standard Resources","SSRM","16.94"
"SURO Capital","SSSS","4"
"System1","SST","4.74"
"SIGNA Sports United","SSU","4.68"
"Sumitomo","SSUMY","17.9"
"StatSure Diagnostic Systems","SSUR",".0002"
"SunLink Health Systems","SSY",".8701"
"Stratasys","SSYS","14.33"
"Statera Biopharma","STAB",".031"
"Staffing 360 Solutions","STAF","3.115"
"iStar Financial","STAR","9.28"
"Starbox Group Holdings Ltd.","STBX","2.99"
"Insynergy Products","STCB",".145"
"Sterling Consolidated Corp","STCC",".09"
"STEEL CONNECT","STCN","1.32"
"Stem","STEM","9.86"
"Sterling Check","STER","13.95"
"ST Energy Transition I","STET","10.305"
"","STEW","12.9"
"Sunlands Technology Group","STG","13.93"
"Stagwell Inc.","STGW","7.02"
"Neuronetics","STIM","5.88"
"Semantix, Inc.","STIX","1.34"
"Steakholder Foods Ltd. Sponsored ADR","STKH","1.02"
"SunOpta","STKL","8.17"
"The ONE Group Hospitality","STKS","7.53"
"Stellantis","STLA","15.72"
"HG HOLDINGS","STLY","7.36"
"StoneCo","STNE","11.16"
"Stoke Therapeutics","STOK","9.96"
"Rotor Acquisition","STRC",".6"
"Supernova Partners Acquisition Company III","STRE","10.15"
"STR","STRI",".06"
"Streamline Health Solutions","STRM","2.16"
"Sutro Biopharma","STRO","7.24"
"Star Equity","STRR",".93"
"Starry Group","STRY",".043"
"Satsuma Pharmaceuticals","STSA",".9351"
"Sharps Technology","STSS","1.9"
"Shattuck Labs","STTK","4.17"
"Stratex Oil & Gas","STTX",".0067"
"Stevanato Group","STVN","19.68"
"Stereotaxis","STXS","2.18"
"ShoulderUp Technology Acquisition Corp.","SUAC","10.25"
"Subsea 7","SUBCY","12.39"
"Sugar Creek Financial","SUGR","17.25"
"Sun Hung Kai Properties","SUHJY","14.12"
"SUIC Worldwide Holdings Ltd.","SUIC",".2499"
"Summer Energy","SUME",".5"
"Sumo Logic","SUMO","11.83"
"Sunlight Financial Holdings","SUNL","1.29"
"Sunworks","SUNW","2.28"
"Superior Industries International","SUP","5.65"
"Grupo Supervielle","SUPV","2.77"
"Surface Oncology","SURF",".9342"
"SurgePays, Inc.","SURG","6.06"
"Suntec Real Estate Investment Trust","SURVF","1.05"
"Sunwin Stevia International","SUWN",".0061"
"Suzano","SUZ","9.18"
"Sinovac Biotech","SVA","6.47"
"Silver Bull Resources","SVBL",".16"
"Service Properties Trust","SVC","8.91"
"SVF Investment Corp. 2","SVFB","10.17"
"Save Foods","SVFD","1.2338"
"Spring Valley Acquisition Corp. II","SVII","10.22"
"Scheid Vineyards","SVIN","16.9276"
"SKANDINAVISKA","SVKEF","12.03"
"Silvercorp Metals","SVM","3.46"
"7 Acquisition Corporation","SVNA","10.33"
"Svenska Handelsbanken Ab Publ","SVNLY","5.155"
"Savara","SVRA","2.6"
"SaverOne 2014 Ltd. Sponsored ADR","SVRE","1.5"
"Silver Star Energy","SVSE",".0001"
"Servotronics","SVT","11.2353"
"","SVVC","1.06"
"Stran & Company","SWAG","1.59"
"Smith & Wesson Brands","SWBI","11.08"
"Swedbank","SWDBY","19.15"
"Swatch Group","SWGAY","18.02"
"SolarWinds","SWI","10.16"
"Latham Group","SWIM","4.4"
"SWK","SWKH","18.86"
"Swedish Match","SWMAY","10.2"
"Southwestern Energy","SWN","5.52"
"Swire Pacific","SWRAY","9.18"
"Seawright","SWRI",".0025"
"Springwater Special Situations","SWSS","10.21"
"SWVL HOLDINGS","SWVL","3.16"
"","SWZ","8.16"
"SunCoke Energy","SXC","9.11"
"China SXT Pharmaceuticals","SXTC",".5599"
"SoYoung International","SY","2.82"
"Synlogic","SYBX",".85"
"Seychelle Environmental Technologies","SYEV",".0015"
"SYMBIOTIC INC","SYM","15.65"
"Synthesis Energy Systems","SYNE",".001"
"Sypris Solutions","SYPR","1.87"
"Syros Pharmaceuticals","SYRS","5.11"
"Siyata Mobile","SYTA",".168"
"Salzgitter","SZGPY","4"
"Stagezero Life Sciences","SZLSF",".0511"
"Sizzle Acquisition Corp.","SZZL","10.38"
"TransAlta","TAC","9.73"
"ACRO","TACI",".0009"
"TransAct Technologies","TACT","7.54"
"Taitron Components","TAIT","3.92"
"Takeda Pharmaceutical Co.","TAK","15.8"
"TAL Education Group","TAL","7.31"
"Talkspace","TALK",".8173"
"Talon International","TALN",".11"
"Stone Energy","TALO","19.81"
"Talaris Therapeutics","TALS","1.46"
"Tantech","TANH","3.16"
"Taoping","TAOP",".7425"
"Tapinator","TAPM",".6701"
"Protara Therapeutics","TARA","3.265"
"Tarsus Pharmaceuticals","TARS","15.76"
"TaskUs","TASK","18.65"
"Carrols Restaurant Group","TAST","2.15"
"TAT Technologies","TATT","5.79"
"Thai Airways International","TAWNF",".0051"
"Taylor Devices","TAYD","16.28"
"Taylor Consulting","TAYO",".099"
"TED BAKER","TBAKF","1.1701"
"Thunder Bridge Capital Partners III","TBCP","10"
"TrueBlue","TBI","19.63"
"TELESIS BIO","TBIO","1.84"
"Taboola.com","TBLA","3.98"
"ToughBuilt Industries","TBLT","2.16"
"Theravance Biopharma","TBPH","10.81"
"TB SA Acquisition","TBSA","10.155"
"TuanChe Limited","TC",".845"
"TC Bancshares","TCBC","15.93"
"TC BioPharm","TCBP","5.12"
"Texas Community Bancshares","TCBS","15.52"
"Third Coast Bancshares","TCBX","18.54"
"Technical Communications","TCCO",".83"
"Tricida","TCDAQ",".0436"
"Technicolor","TCLRY",".015"
"Tactile Systems Technology","TCMD","12.97"
"Tricon Residential Inc.","TCN","8.67"
"Trajectory Alpha Acquisition Corp.","TCOA","10.13"
"TRACON Pharmaceuticals","TCON","1.68"
"TreeCon Resources","TCOR",".5"
"BlackRock TCP Capital","TCPC","13.23"
"TCR2 Therapeutics","TCRR","1.45"
"Alaunos Therapeutics","TCRT",".7386"
"TScan Therapeutics","TCRX","1.82"
"The Container Store","TCS","5.21"
"TCV Acquisition","TCVA","10.09"
"Tingyi Cayman Islands","TCYMF","1.735"
"Third Century Bancorp","TDCB","9.75"
"TDCX","TDCX","13.18"
"","TDF","11.92"
"Trident Brands","TDNT",".0018"
"Telephone and Data Systems","TDS","13.37"
"ThredUp","TDUP","1.73"
"Tarena International","TEDU","5.815"
"Telefonica","TEF","3.84"
"Terra Energy & Resource Technologies","TEGR",".0002"
"TELA Bio","TELA","11.58"
"Tellurian","TELL","1.99"
"Telenor","TELNY","10.4701"
"TenX Keane Acquisition","TENK","10.2135"
"Tenax Therapeutics","TENX","2.12"
"Telecom Argentina Stet  France Telecom","TEO","6.42"
"Terns Pharmaceuticals","TERN","9.07"
"TESSCO Technologies","TESS","4.85"
"Tech and Energy Transition Corporation","TETC","10.1"
"Technology & Telecommunication Acquisition","TETE","10.4299"
"Teva Pharmaceutical Industries","TEVA","10.54"
"TFF Pharmaceuticals","TFFP",".93"
"Triple Flag Precious Metals Corp.","TFPM","13.5"
"Tefron","TFRFF","2.6"
"TFS Financial","TFSL","14.25"
"Tredegar","TG","12.13"
"Target Global Acquisition I Corp.","TGAA","10.34"
"Transphorm","TGAN","4.66"
"Taseko Mines Limited","TGB","1.77"
"Tecogen","TGEN","1.23"
"Trans Global Group","TGGI",".0025"
"Touchpoint Group","TGHI",".0001"
"Triumph Group","TGI","11.39"
"Triad Guaranty","TGIC",".0007"
"Treasure Global Inc.","TGL","1.78"
"theglobe.com","TGLO",".158"
"Theta Gold Mines Limited","TGMGF",".1273"
"TEGNA","TGNA","19.93"
"Green Organic Dutchman","TGODF",".2924"
"Kimbell Tiger Acquisition","TGR","10.38"
"TIAN GE INTERAC","TGRVF",".11"
"Transportadora De Gas Ord B","TGS","11.18"
"TG Therapeutics","TGTX","15.23"
"TG Venture Acquisition Corp.","TGVC","10.26"
"Target Hospitality","TH","15.355"
"TH International Limited","THCH","3.03"
